"availability_date","base_msrp","bed","cab","color","created_at","dealer","drivetrain","engine","interior","model","packages","total_msrp","total_packages","transmission","vehicle","vin","year"
"Now","40405",,,"Celestial Black","2024-06-03 11:33:16","01085","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, All Weather Mats with All Weather Trunk Mat, 6-Gallons of Gas, Special Color, Southeast Toyota Distributor, 50 State Emissions, Nightshade Edition","44432.5",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ170987","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:16","01085","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All Weather Mats with All Weather Trunk Mat, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","45842.5",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ165851","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:17","01007","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","TOYOGUARD Platinum, Cross Bars, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","46786.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ176886","2024"
"Now","39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:33:17","01086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43952.5",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ170577","2024"
"Now","39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:33:18","01033","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, JBL® Premium Audio, All Weather Mats with All Weather Trunk Mat, Special Color, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44453.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ171356","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:18","01033","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","44573.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ169765","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:19","01053","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48654.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ159675","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:20","09189","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Cross Bars, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47384.5",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ176588","2024"
"Now","39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:33:21","09233","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","TOYOGUARD Platinum, Clear Paint Protection - Full Hood Package, Carpet Floor Mats with Carpet Trunk Mat, Special Color, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44032.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ179211","2024"
"Now","39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:21","09233","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Clear Paint Protection - Full Hood Package, Carpet Floor Mats with Carpet Trunk Mat, Special Color, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44612.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ178708","2024"
"Now","39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:21","01084","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Carpet Floor Mats with Carpet Trunk Mat, Special Color, Clear Paint Protection - Door Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","42597.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ180098","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:21","01084","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Carpet Floor Mats with Carpet Trunk Mat, Clear Paint Protection - Door Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47507.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ179655","2024"
"Now","43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:21","01077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48311.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ180083","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:22","01073","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","42549.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ179727","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:22","01082","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48085.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ177929","2024"
"Now","35070",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:33:23","10106","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder Fabric","le","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","38937.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ171071","2024"
"Now","39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:23","10106","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, All Weather Mats with All Weather Trunk Mat, Special Color, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43727.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ171200","2024"
"Now","39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:33:23","10106","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Carpet Floor Mats with Carpet Trunk Mat, Special Color, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43727.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ169063","2024"
"Now","40405",,,"Celestial Black","2024-06-03 11:33:23","10126","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Special Color, Southeast Toyota Distributor, 50 State Emissions, Nightshade Edition","45844.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ177580","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:23","10126","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47965.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ178652","2024"
"Now","43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:23","10131","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Special Color, Cross Bars, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48477.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ176993","2024"
"Now","39280",,,"Black","2024-06-03 11:33:24","10129","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Clear Paint Protection - Full Hood Package, Carpet Floor Mats with Carpet Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44029.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ175389","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:24","10129","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","44254.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ168623","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:24","10129","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48464.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ176858","2024"
"Now","39280",,,"Blueprint","2024-06-03 11:33:25","10094","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Carpet Floor Mats with Carpet Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43281.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ169141","2024"
"Now","39280",,,"Black","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","43319.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ179690","2024"
"Now","39280",,,"Coastal Gray Metallic","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, JBL® Premium Audio, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","43899.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ176469","2024"
"Now","40405",,,"Celestial Black","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Special Color, Southeast Toyota Distributor, 50 State Emissions, Nightshade Edition","45844.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ178767","2024"
"Now","43215",,,"Blueprint","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Cross Bars, Phone Cable Charge Package, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","47653.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ174532","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","48654.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ179646","2024"
"Now","43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:33:27","10118","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, Phone Cable Charge Package, 6-Gallons of Gas, Southeast Toyota Distributor, 50 State Emissions","49079.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ179665","2024"
"Now","39280",,,"Titanium Glow","2024-06-03 11:33:27","10132","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Carpet Floor Mats with Carpet Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43081.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ179884","2024"
"Now","40405",,,"Celestial Black","2024-06-03 11:33:27","10132","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Special Color, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","45155.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ177098","2024"
"Now","40405",,,"Celestial Black","2024-06-03 11:33:27","10132","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Special Color, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","45404.0",11,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ171633","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:28","10134","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","TOYOGUARD Platinum, Clear Paint Protection - Full Hood Package, All Weather Mats with All Weather Trunk Mat, Cross Bars, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47882.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ177076","2024"
"Now","43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:33:28","10134","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Clear Paint Protection - Full Hood Package, All Weather Mats with All Weather Trunk Mat, Special Color, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","49308.0",11,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ175988","2024"
"Now","39280",,,"Celestial Black [extra_cost_color]","2024-06-03 11:33:28","10090","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","TOYOGUARD Platinum, JBL® Premium Audio, Carpet Floor Mats with Carpet Trunk Mat, Special Color, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","43036.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ173687","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:28","10108","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","44805.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ180013","2024"
"Now","43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:33:28","10108","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48040.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ180060","2024"
"Now","39280",,,"Coastal Gray Metallic","2024-06-03 11:33:29","10017","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, JBL® Premium Audio, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44028.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ177114","2024"
"Now","39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:31","10041","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All Weather Mats with All Weather Trunk Mat, Special Color, Clear Paint Protection - Door Package, Multimedia Screen Protector, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","42426.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ174094","2024"
"Now","43215",,,"Coastal Gray Metallic","2024-06-03 11:33:31","10041","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All Weather Mats with All Weather Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47415.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ174083","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:31","10044","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","44673.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ170145","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:31","10044","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","44673.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ176626","2024"
"Now","39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:34","10035","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All Weather Mats with All Weather Trunk Mat, Special Color, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","42046.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ179368","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:35","10046","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","43776.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ166194","2024"
"Now","35070",,,"Titanium Glow","2024-06-03 11:33:36","39064","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","TOYOGUARD Platinum, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","37971.4",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ167609","2024"
"Now","35070",,,"Titanium Glow","2024-06-03 11:33:36","39064","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","TOYOGUARD Platinum, Clear Paint Protection - Door Package, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","37971.4",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ171956","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:36","10040","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Multimedia Screen Protector, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","47786.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ178403","2024"
"Now","43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:37","10078","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, Special Color, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48729.1",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ176259","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:37","10098","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","43825.5",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ176531","2024"
"Now","39280",,,"Coastal Gray Metallic","2024-06-03 11:33:39","10117","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, JBL® Premium Audio, All Weather Mats with All Weather Trunk Mat, Cross Bars, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","44627.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ171963","2024"
"Now","40405",,,"Wind Chill Pearl","2024-06-03 11:33:39","10117","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Paint Protection Film - Hood & Door Package, TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Cross Bars, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, Black Roof Rail, SET Digital Portfolio, 50 State Emissions, Nightshade Edition","45172.0",11,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ175580","2024"
"Now","43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:39","10133","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","TOYOGUARD Platinum, All Weather Mats with All Weather Trunk Mat, Special Color, 6-Gallons of Gas, PDS Show Cars, 50 State Emissions","47082.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ152865","2024"
"Now","43215",,,"Titanium Glow","2024-06-03 11:33:39","10133","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, TOYOGUARD Platinum, Carpet Floor Mats with Carpet Trunk Mat, Clear Paint Protection - Door Package, Multimedia Screen Protector, Phone Cable Charge Package, 6-Gallons of Gas, SET Digital Portfolio, 50 State Emissions","48514.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ176673","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:33:40","23054","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","Connectivity Kit[gst_global_lio_disclaimer], Premium Carpet Mat Set[gst_global_lio_disclaimer], Integrated Dashcam[gst_global_lio_disclaimer], Vehicle Protection Package[gst_global_lio_disclaimer], 50 State Emissions, Roof Rack Cross Bars[gst_global_lio_disclaimer], Special Color","42802.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ179911","2024"
